timestamp,function,phase,has_anomaly
968.7333, -0.95498889,4.411215e+00,0
968.7667, -0.99581450,4.620864e+00,0
968.8000, -0.99303148,4.830513e+00,0
968.8333, -0.94676169,5.040162e+00,0
968.8667, -0.85903138,5.249811e+00,0
968.9000, -0.73368243,5.459460e+00,0
968.9333, -0.57620410,5.669109e+00,0
968.9667, -0.39349269,5.878758e+00,0
969.0000, -0.19354947,6.088407e+00,0
969.0333,  0.01486966,1.487021e-02,0
969.0667,  0.22263761,2.245192e-01,0
969.1000,  0.42065583,4.341681e-01,0
969.1333,  0.60025273,6.438171e-01,0
969.1667,  0.75356339,8.534660e-01,0
969.2000,  0.87387406,1.063115e+00,0
969.2333,  0.95591610,1.272764e+00,0
969.2667,  0.99609672,1.482413e+00,0
969.3000,  0.99265635,1.692062e+00,0
969.3333,  0.94574563,1.901711e+00,0
969.3667,  0.85741889,2.111360e+00,0
969.4000,  0.73154412,2.321009e+00,0
969.4333,  0.57363362,2.530658e+00,0
969.4667,  0.39060260,2.740307e+00,0
969.5000,  0.19046633,2.949956e+00,0
969.5333, -0.01801082,3.159604e+00,0
969.5667, -0.22569925,3.369253e+00,0
969.6000, -0.42350387,3.578902e+00,0
969.6333, -0.60276244,3.788551e+00,0
969.6667, -0.75562488,3.998200e+00,0
969.7000, -0.87539704,4.207849e+00,0
969.7333, -0.95683388,4.417498e+00,0
969.7667, -0.99636911,4.627147e+00,0
969.8000, -0.99227142,4.836796e+00,0
969.8333, -0.94472024,5.046445e+00,0
969.8667, -0.85579794,5.256094e+00,0
969.9000, -0.72939860,5.465743e+00,0
969.9333, -0.57105748,5.675392e+00,0
969.9667, -0.38770865,5.885041e+00,0
970.0000, -0.18738131,6.094690e+00,0
970.0333,  0.02115181,2.115339e-02,0
970.0667,  0.22875866,2.308023e-01,0
970.1000,  0.42634773,4.404513e-01,0
970.1333,  0.60526620,6.501002e-01,0
970.1667,  0.75767890,8.597492e-01,0
970.2000,  0.87691138,1.069398e+00,0
970.2333,  0.95774221,1.279047e+00,0
970.2667,  0.99663166,1.488696e+00,0
970.3000,  0.99187669,1.698345e+00,0
970.3333,  0.94368552,1.907994e+00,0
970.3667,  0.85416854,2.117643e+00,0
970.4000,  0.72724587,2.327292e+00,0
970.4333,  0.56847570,2.536941e+00,0
970.4667,  0.38481088,2.746590e+00,0
970.5000,  0.18429445,2.956239e+00,0
970.5333, -0.02429259,3.165888e+00,0
970.5667, -0.23181582,3.375537e+00,0
970.6000, -0.42918738,3.585186e+00,0
970.6333, -0.60776399,3.794834e+00,0
970.6667, -0.75972545,4.004483e+00,0
970.7000, -0.87841706,4.214132e+00,0
970.7333, -0.95864109,4.423781e+00,0
970.7667, -0.99688438,4.633430e+00,0
970.8000, -0.99147218,4.843079e+00,0
970.8333, -0.94264149,5.052728e+00,0
970.8667, -0.85253071,5.262377e+00,0
970.9000, -0.72508597,5.472026e+00,0
970.9333, -0.56588831,5.681675e+00,0
970.9667, -0.38190931,5.891324e+00,0
971.0000, -0.18120576,6.100973e+00,0
971.0333,  0.02743313,2.743658e-02,0
971.0667,  0.23487068,2.370855e-01,0
971.1000,  0.43202279,4.467345e-01,0
971.1333,  0.61025578,6.563834e-01,0
971.1667,  0.76176450,8.660324e-01,0
971.2000,  0.87991407,1.075681e+00,0
971.2333,  0.95953051,1.285330e+00,0
971.2667,  0.99712726,1.494979e+00,0
971.3000,  0.99105788,1.704628e+00,0
971.3333,  0.94158816,1.914277e+00,0
971.3667,  0.85088447,2.123926e+00,0
971.4000,  0.72291891,2.333575e+00,0
971.4333,  0.56329534,2.543224e+00,0
971.4667,  0.37900397,2.752873e+00,0
971.5000,  0.17811529,2.962522e+00,0
971.5333, -0.03057340,3.172171e+00,0
971.5667, -0.23792323,3.381820e+00,0
971.6000, -0.43485394,3.591469e+00,0
971.6333, -0.61274155,3.801118e+00,0
971.6667, -0.76379603,4.010767e+00,0
971.7000, -0.88140240,4.220416e+00,0
971.7333, -0.96041046,4.430065e+00,0
971.7667, -0.99736030,4.639713e+00,0
971.8000, -0.99063380,4.849362e+00,0
971.8333, -0.94052553,5.059011e+00,0
971.8667, -0.84922983,5.268660e+00,0
971.9000, -0.72074472,5.478309e+00,0
971.9333, -0.56069680,5.687958e+00,0
971.9667, -0.37609489,5.897607e+00,0
972.0000, -0.17502306,6.107256e+00,0
972.0333,  0.03371337,3.371976e-02,0
972.0667,  0.24097343,2.433687e-01,0
972.1000,  0.43768079,4.530177e-01,0
972.1333,  0.61522127,6.626666e-01,0
972.1667,  0.76582002,8.723156e-01,0
972.2000,  0.88288203,1.081965e+00,0
972.2333,  0.96128094,1.291613e+00,0
972.2667,  0.99758349,1.501262e+00,0
972.3000,  0.99019994,1.710911e+00,0
972.3333,  0.93945362,1.920560e+00,0
972.3667,  0.84756681,2.130209e+00,0
972.4000,  0.71856341,2.339858e+00,0
972.4333,  0.55809273,2.549507e+00,0
972.4667,  0.37318210,2.759156e+00,0
972.5000,  0.17192910,2.968805e+00,0
972.5333, -0.03685301,3.178454e+00,0
972.5667, -0.24402125,3.388103e+00,0
972.6000, -0.44050333,3.597752e+00,0
972.6333, -0.61769492,3.807401e+00,0
972.6667, -0.76783646,4.017050e+00,0
972.7000, -0.88435295,4.226699e+00,0
972.7333, -0.96214192,4.436348e+00,0
972.7667, -0.99779684,4.645997e+00,0
972.8000, -0.98975631,4.855646e+00,0
972.8333, -0.93837243,5.065295e+00,0
972.8667, -0.84589542,5.274944e+00,0
972.9000, -0.71637501,5.484592e+00,0
972.9333, -0.55548316,5.694241e+00,0
972.9667, -0.37026563,5.903890e+00,0
973.0000, -0.16883344,6.113539e+00,0
973.0333,  0.03999228,4.000295e-02,0
973.0667,  0.24706666,2.496519e-01,0
973.1000,  0.44332152,4.593008e-01,0
973.1333,  0.62016247,6.689498e-01,0
973.1667,  0.76984531,8.785987e-01,0
973.2000,  0.88581514,1.088248e+00,0
973.2333,  0.96299341,1.297897e+00,0
973.2667,  0.99800034,1.507546e+00,0
973.3000,  0.98930291,1.717195e+00,0
973.3333,  0.93728199,1.926843e+00,0
973.3667,  0.84421568,2.136492e+00,0
973.4000,  0.71417954,2.346141e+00,0
973.4333,  0.55286810,2.555790e+00,0
973.4667,  0.36734550,2.765439e+00,0
973.5000,  0.16573612,2.975088e+00,0
973.5333, -0.04313116,3.184737e+00,0
973.5667, -0.25010964,3.394386e+00,0
973.6000, -0.44613533,3.604035e+00,0
973.6333, -0.62262390,3.813684e+00,0
973.6667, -0.77184657,4.023333e+00,0
973.7000, -0.88726858,4.232982e+00,0
973.7333, -0.96383539,4.442631e+00,0
973.7667, -0.99819399,4.652280e+00,0
973.8000, -0.98883974,4.861929e+00,0
973.8333, -0.93618229,5.071578e+00,0
973.8667, -0.84252762,5.281227e+00,0
973.9000, -0.71197702,5.490876e+00,0
973.9333, -0.55024759,5.700525e+00,0
973.9667, -0.36442174,5.910174e+00,0
974.0000, -0.16263717,6.119822e+00,0
974.0333,  0.04626961,4.628613e-02,0
974.0667,  0.25315014,2.559351e-01,0
974.1000,  0.44894474,4.655840e-01,0
974.1333,  0.62507919,6.752330e-01,0
974.1667,  0.77384021,8.848819e-01,0
974.2000,  0.88871327,1.094531e+00,0
974.2333,  0.96466786,1.304180e+00,0
974.2667,  0.99837779,1.513829e+00,0
974.3000,  0.98836682,1.723478e+00,0
974.3333,  0.93507336,1.933127e+00,0
974.3667,  0.84083123,2.142776e+00,0
974.4000,  0.70976748,2.352425e+00,0
974.4333,  0.54762164,2.562074e+00,0
974.4667,  0.36149439,2.771722e+00,0
974.5000,  0.15953660,2.981371e+00,0
974.5333, -0.04940760,3.191020e+00,0
974.5667, -0.25618815,3.400669e+00,0
974.6000, -0.45174972,3.610318e+00,0
974.6333, -0.62752831,3.819967e+00,0
974.6667, -0.77582621,4.029616e+00,0
974.7000, -0.89014919,4.239265e+00,0
974.7333, -0.96549082,4.448914e+00,0
974.7667, -0.99855173,4.658563e+00,0
974.8000, -0.98788414,4.868212e+00,0
974.8333, -0.93395520,5.077861e+00,0
974.8667, -0.83912655,5.287510e+00,0
974.9000, -0.70755093,5.497159e+00,0
974.9333, -0.54499029,5.706808e+00,0
974.9667, -0.35856347,5.916457e+00,0
975.0000, -0.15643447,6.126106e+00,0
975.0333,  0.05254511,5.256932e-02,0
975.0667,  0.25922363,2.622183e-01,0
975.1000,  0.45455025,4.718672e-01,0
975.1333,  0.62997123,6.815162e-01,0
975.1667,  0.77780456,8.911651e-01,0
975.2000,  0.89157632,1.100814e+00,0
975.2333,  0.96630424,1.310463e+00,0
975.2667,  0.99871582,1.520112e+00,0
975.3000,  0.98739171,1.729761e+00,0
975.3333,  0.93282782,1.939410e+00,0
975.3667,  0.83741359,2.149059e+00,0
975.4000,  0.70532740,2.358708e+00,0
975.4333,  0.54235356,2.568357e+00,0
975.4667,  0.35562901,2.778006e+00,0
975.5000,  0.15333078,2.987655e+00,0
975.5333, -0.05568210,3.197304e+00,0
975.5667, -0.26225655,3.406953e+00,0
975.6000, -0.45734628,3.616601e+00,0
975.6333, -0.63240794,3.826250e+00,0
975.6667, -0.77977523,4.035899e+00,0
975.7000, -0.89299465,4.245548e+00,0
975.7333, -0.96710812,4.455197e+00,0
975.7667, -0.99887006,4.664846e+00,0
975.8000, -0.98688954,4.874495e+00,0
975.8333, -0.93169123,5.084144e+00,0
975.8667, -0.83569236,5.293793e+00,0
975.9000, -0.70309690,5.503442e+00,0
975.9333, -0.53971148,5.713091e+00,0
975.9667, -0.35269104,5.922740e+00,0
976.0000, -0.15022559,6.132389e+00,0
976.0333,  0.05881853,5.885250e-02,0
976.0667,  0.26528688,2.685015e-01,0
976.1000,  0.46013780,4.781504e-01,0
976.1333,  0.63483840,6.877994e-01,0
976.1667,  0.78173820,8.974483e-01,0
976.2000,  0.89440417,1.107097e+00,0
976.2333,  0.96790246,1.316746e+00,0
976.2667,  0.99901443,1.526395e+00,0
976.3000,  0.98637763,1.736044e+00,0
976.3333,  0.93054544,1.945693e+00,0
976.3667,  0.83396288,2.155342e+00,0
976.4000,  0.70085947,2.364991e+00,0
976.4333,  0.53706407,2.574640e+00,0
976.4667,  0.34974960,2.784289e+00,0
976.5000,  0.14711891,2.993938e+00,0
976.5333, -0.06195439,3.203587e+00,0
976.5667, -0.26831459,3.413236e+00,0
976.6000, -0.46292478,3.622885e+00,0
976.6333, -0.63726260,3.832534e+00,0
976.6667, -0.78369346,4.042183e+00,0
976.7000, -0.89580486,4.251831e+00,0
976.7333, -0.96868725,4.461480e+00,0
976.7667, -0.99914894,4.671129e+00,0
976.8000, -0.98585598,4.880778e+00,0
976.8333, -0.92939048,5.090427e+00,0
976.8667, -0.83222517,5.300076e+00,0
976.9000, -0.69861512,5.509725e+00,0
976.9333, -0.53441136,5.719374e+00,0
976.9667, -0.34680469,5.929023e+00,0
977.0000, -0.14401078,6.138672e+00,0
977.0333,  0.06508964,6.513569e-02,0
977.0667,  0.27133966,2.747846e-01,0
977.1000,  0.46570719,4.844336e-01,0
977.1333,  0.63968051,6.940825e-01,0
977.1667,  0.78564098,9.037315e-01,0
977.2000,  0.89719672,1.113380e+00,0
977.2333,  0.96946247,1.323029e+00,0
977.2667,  0.99927360,1.532678e+00,0
977.3000,  0.98532460,1.742327e+00,0
977.3333,  0.92822634,1.951976e+00,0
977.3667,  0.83047925,2.161625e+00,0
977.4000,  0.69636387,2.371274e+00,0
977.4333,  0.53175337,2.580923e+00,0
977.4667,  0.34385637,2.790572e+00,0
977.5000,  0.14090123,3.000221e+00,0
977.5333, -0.06822424,3.209870e+00,0
977.5667, -0.27436205,3.419519e+00,0
977.6000, -0.46848501,3.629168e+00,0
977.6333, -0.64209211,3.838817e+00,0
977.6667, -0.78758075,4.048466e+00,0
977.7000, -0.89857971,4.258115e+00,0
977.7333, -0.97022813,4.467764e+00,0
977.7667, -0.99938839,4.677413e+00,0
977.8000, -0.98478350,4.887062e+00,0
977.8333, -0.92705304,5.096710e+00,0
977.8667, -0.82872513,5.306359e+00,0
977.9000, -0.69410575,5.516008e+00,0
977.9333, -0.52909014,5.725657e+00,0
977.9667, -0.34090465,5.935306e+00,0
978.0000, -0.13779029,6.144955e+00,0
978.0333,  0.07135817,7.141887e-02,0
978.0667,  0.27738173,2.810678e-01,0
978.1000,  0.47125820,4.907168e-01,0
978.1333,  0.64449736,7.003657e-01,0
978.1667,  0.78951274,9.100147e-01,0
978.2000,  0.89995384,1.119664e+00,0
978.2333,  0.97098421,1.329313e+00,0
978.2667,  0.99949332,1.538962e+00,0
978.3000,  0.98423267,1.748610e+00,0
978.3333,  0.92587058,1.958259e+00,0
978.3667,  0.82696283,2.167908e+00,0
978.4000,  0.69184078,2.377557e+00,0
978.4333,  0.52642169,2.587206e+00,0
978.4667,  0.33794957,2.796855e+00,0
978.5000,  0.13467799,3.006504e+00,0
978.5333, -0.07449140,3.216153e+00,0
978.5667, -0.28039867,3.425802e+00,0
978.6000, -0.47402674,3.635451e+00,0
978.6333, -0.64689626,3.845100e+00,0
978.6667, -0.79143695,4.054749e+00,0
978.7000, -0.90131908,4.264398e+00,0
978.7333, -0.97173071,4.474047e+00,0
978.7667, -0.99958838,4.683696e+00,0
978.8000, -0.98367214,4.893345e+00,0
978.8333, -0.92467900,5.102994e+00,0
978.8667, -0.82519237,5.312643e+00,0
978.9000, -0.68956899,5.522292e+00,0
978.9333, -0.52374804,5.731941e+00,0
978.9667, -0.33499115,5.941589e+00,0
979.0000, -0.13156436,6.151238e+00,0
979.0333,  0.07762389,7.770206e-02,0
979.0667,  0.28341284,2.873510e-01,0
979.1000,  0.47679060,4.970000e-01,0
979.1333,  0.64928878,7.066489e-01,0
979.1667,  0.79335334,9.162979e-01,0
979.2000,  0.90267543,1.125947e+00,0
979.2333,  0.97246762,1.335596e+00,0
979.2667,  0.99967358,1.545245e+00,0
979.3000,  0.98310189,1.754894e+00,0
979.3333,  0.92347828,1.964543e+00,0
979.3667,  0.82341377,2.174192e+00,0
979.4000,  0.68729038,2.383841e+00,0
979.4333,  0.52106922,2.593489e+00,0
979.4667,  0.33202943,2.803138e+00,0
979.5000,  0.12844943,3.012787e+00,0
979.5333, -0.08075562,3.222436e+00,0
979.5667, -0.28642422,3.432085e+00,0
979.6000, -0.47954976,3.641734e+00,0
979.6333, -0.65167488,3.851383e+00,0
979.6667, -0.79526190,4.061032e+00,0
979.7000, -0.90402287,4.270681e+00,0
979.7333, -0.97319493,4.480330e+00,0
979.7667, -0.99974891,4.689979e+00,0
979.8000, -0.98252195,4.899628e+00,0
979.8333, -0.92226845,5.109277e+00,0
979.8667, -0.82162704,5.318926e+00,0
979.9000, -0.68500500,5.528575e+00,0
979.9333, -0.51838526,5.738224e+00,0
979.9667, -0.32906443,5.947873e+00,0
980.0000, -0.12533323,6.157522e+00,0
980.0333,  0.08388655,8.398524e-02,0
980.0667,  0.28943277,2.936342e-01,0
980.1000,  0.48230418,5.032831e-01,0
980.1333,  0.65405455,7.129321e-01,0
980.1667,  0.79716262,9.225810e-01,0
980.2000,  0.90536139,1.132230e+00,0
980.2333,  0.97391264,1.341879e+00,0
980.2667,  0.99981437,1.551528e+00,0
980.3000,  0.98193230,1.761177e+00,0
980.3333,  0.92104952,1.970826e+00,0
980.3667,  0.81983220,2.180475e+00,0
980.4000,  0.68271285,2.390124e+00,0
980.4333,  0.51569618,2.599773e+00,0
980.4667,  0.32609618,2.809422e+00,0
980.5000,  0.12221580,3.019071e+00,0
980.5333, -0.08701665,3.228719e+00,0
980.5667, -0.29243847,3.438368e+00,0
980.6000, -0.48505384,3.648017e+00,0
980.6333, -0.65642777,3.857666e+00,0
980.6667, -0.79905546,4.067315e+00,0
980.7000, -0.90669097,4.276964e+00,0
980.7333, -0.97462073,4.486613e+00,0
980.7667, -0.99986997,4.696262e+00,0
980.8000, -0.98133296,4.905911e+00,0
980.8333, -0.91982150,5.115560e+00,0
980.8667, -0.81802927,5.325209e+00,0
980.9000, -0.68041396,5.534858e+00,0
980.9333, -0.51300201,5.744507e+00,0
980.9667, -0.32312471,5.954156e+00,0
981.0000, -0.11909716,6.163805e+00,0
981.0333,  0.09014589,9.026843e-02,0
981.0667,  0.29544127,2.999174e-01,0
981.1000,  0.48779872,5.095663e-01,0
981.1333,  0.65879451,7.192153e-01,0
981.1667,  0.80094042,9.288642e-01,0
981.2000,  0.90801160,1.138513e+00,0
981.2333,  0.97531920,1.348162e+00,0
981.2667,  0.99991569,1.557811e+00,0
981.3000,  0.98072394,1.767460e+00,0
981.3333,  0.91858440,1.977109e+00,0
981.3667,  0.81621827,2.186758e+00,0
981.4000,  0.67810836,2.396407e+00,0
981.4333,  0.51030278,2.606056e+00,0
981.4667,  0.32015006,2.815705e+00,0
981.5000,  0.11597734,3.025354e+00,0
981.5333, -0.09327424,3.235003e+00,0
981.5667, -0.29844117,3.444652e+00,0
981.6000, -0.49053878,3.654301e+00,0
981.6333, -0.66115475,3.863950e+00,0
981.6667, -0.80281748,4.073598e+00,0
981.7000, -0.90932327,4.283247e+00,0
981.7333, -0.97600805,4.492896e+00,0
981.7667, -0.99995155,4.702545e+00,0
981.8000, -0.98010524,4.912194e+00,0
981.8333, -0.91733823,5.121843e+00,0
981.8667, -0.81439921,5.331492e+00,0
981.9000, -0.67579607,5.541141e+00,0
981.9333, -0.50759851,5.750790e+00,0
981.9667, -0.31717224,5.960439e+00,0
982.0000, -0.11285638,6.170088e+00,0
982.0333,  0.09640167,9.655161e-02,0
982.0667,  0.30143811,3.062006e-01,0
982.1000,  0.49327400,5.158495e-01,0
982.1333,  0.66350846,7.254985e-01,0
982.1667,  0.80468661,9.351474e-01,0
982.2000,  0.91062597,1.144796e+00,0
982.2333,  0.97668727,1.354445e+00,0
982.2667,  0.99997754,1.564094e+00,0
982.3000,  0.97947687,1.773743e+00,0
982.3333,  0.91608301,1.983392e+00,0
982.3667,  0.81257211,2.193041e+00,0
982.4000,  0.67347710,2.402690e+00,0
982.4333,  0.50488924,2.612339e+00,0
982.4667,  0.31419130,2.821988e+00,0
982.5000,  0.10973431,3.031637e+00,0
982.5333, -0.09952815,3.241286e+00,0
982.5667, -0.30443208,3.450935e+00,0
982.6000, -0.49600435,3.660584e+00,0
982.6333, -0.66585562,3.870233e+00,0
982.6667, -0.80654779,4.079882e+00,0
982.7000, -0.91191968,4.289531e+00,0
982.7333, -0.97735684,4.499180e+00,0
982.7667, -0.99999366,4.708829e+00,0
982.8000, -0.97883883,4.918477e+00,0
982.8333, -0.91481875,5.128126e+00,0
982.8667, -0.81073699,5.337775e+00,0
982.9000, -0.67115149,5.547424e+00,0
982.9333, -0.50217498,5.757073e+00,0
982.9667, -0.31120725,5.966722e+00,0
983.0000, -0.10661115,6.176371e+00,0
983.0333,  0.10265365,1.028348e-01,0
983.0667,  0.30742305,3.124837e-01,0
983.1000,  0.49872980,5.221327e-01,0
983.1333,  0.66819621,7.317816e-01,0
983.1667,  0.80840102,9.414306e-01,0
983.2000,  0.91320439,1.151080e+00,0
983.2333,  0.97801677,1.360728e+00,0
983.2667,  0.99999991,1.570377e+00,0
983.3000,  0.97819112,1.780026e+00,0
983.3333,  0.91354546,1.989675e+00,0
983.3667,  0.80889387,2.199324e+00,0
983.4000,  0.66881926,2.408973e+00,0
983.4333,  0.49945576,2.618622e+00,0
983.4667,  0.30822013,2.828271e+00,0
983.5000,  0.10348695,3.037920e+00,0
983.5333, -0.10577813,3.247569e+00,0
983.5667, -0.31041098,3.457218e+00,0
983.6000, -0.50145034,3.666867e+00,0
983.6333, -0.67053021,3.876516e+00,0
983.6667, -0.81024627,4.086165e+00,0
983.7000, -0.91448009,4.295814e+00,0
983.7333, -0.97866705,4.505463e+00,0
983.7667, -0.99999629,4.715112e+00,0
983.8000, -0.97753377,4.924761e+00,0
983.8333, -0.91226315,5.134410e+00,0
983.8667, -0.80704277,5.344059e+00,0
983.9000, -0.66648042,5.553707e+00,0
983.9333, -0.49673162,5.763356e+00,0
983.9667, -0.30522997,5.973005e+00,0
984.0000, -0.10036171,6.182654e+00,0
984.0333,  0.10890157,1.091180e-01,0
984.0667,  0.31339585,3.187669e-01,0
984.1000,  0.50416592,5.284159e-01,0
984.1333,  0.67285759,7.380648e-01,0
984.1667,  0.81208353,9.477138e-01,0
984.2000,  0.91574676,1.157363e+00,0
984.2333,  0.97930767,1.367012e+00,0
984.2667,  0.99998281,1.576661e+00,0
984.3000,  0.97686676,1.786310e+00,0
984.3333,  0.91097184,1.995959e+00,0
984.3667,  0.80518370,2.205607e+00,0
984.4000,  0.66413501,2.415256e+00,0
984.4333,  0.49400257,2.624905e+00,0
984.4667,  0.30223680,2.834554e+00,0
984.5000,  0.09723549,3.044203e+00,0
984.5333, -0.11202394,3.253852e+00,0
984.5667, -0.31637763,3.463501e+00,0
984.6000, -0.50687653,3.673150e+00,0
984.6333, -0.67517833,3.882799e+00,0
984.6667, -0.81391277,4.092448e+00,0
984.7000, -0.91700439,4.302097e+00,0
984.7333, -0.97993862,4.511746e+00,0
984.7667, -0.99995945,4.721395e+00,0
984.8000, -0.97619012,4.931044e+00,0
984.8333, -0.90967154,5.140693e+00,0
984.8667, -0.80331669,5.350342e+00,0
984.9000, -0.66178304,5.559991e+00,0
984.9333, -0.49126864,5.769640e+00,0
984.9667, -0.29924064,5.979289e+00,0
985.0000, -0.09410831,6.188938e+00,0
985.0333,  0.11514520,1.154012e-01,0
985.0667,  0.31935628,3.250501e-01,0
985.1000,  0.50958214,5.346991e-01,0
985.1333,  0.67749240,7.443480e-01,0
985.1667,  0.81573397,9.539970e-01,0
985.2000,  0.91825297,1.163646e+00,0
985.2333,  0.98055990,1.373295e+00,0
985.2667,  0.99992622,1.582944e+00,0
985.3000,  0.97550384,1.792593e+00,0
985.3333,  0.90836226,2.002242e+00,0
985.3667,  0.80144174,2.211891e+00,0
985.4000,  0.65942454,2.421540e+00,0
985.4333,  0.48852987,2.631189e+00,0
985.4667,  0.29624153,2.840838e+00,0
985.5000,  0.09098020,3.050486e+00,0
985.5333, -0.11826532,3.260135e+00,0
985.5667, -0.32233178,3.469784e+00,0
985.6000, -0.51228271,3.679433e+00,0
985.6333, -0.67979979,3.889082e+00,0
985.6667, -0.81754712,4.098731e+00,0
985.7000, -0.91949249,4.308380e+00,0
985.7333, -0.98117151,4.518029e+00,0
985.7667, -0.99988312,4.727678e+00,0
985.8000, -0.97480793,4.937327e+00,0
985.8333, -0.90704401,5.146976e+00,0
985.8667, -0.79955889,5.356625e+00,0
985.9000, -0.65705954,5.566274e+00,0
985.9333, -0.48578628,5.775923e+00,0
985.9667, -0.29323950,5.985572e+00,0
986.0000, -0.08785120,6.195221e+00,0
986.0333,  0.12138428,1.216844e-01,0
986.0667,  0.32530410,3.313333e-01,0
986.1000,  0.51497823,5.409823e-01,0
986.1333,  0.68210047,7.506312e-01,0
986.1667,  0.81935221,9.602802e-01,0
986.2000,  0.92072294,1.169929e+00,0
986.2333,  0.98177342,1.379578e+00,0
986.2667,  0.99983016,1.589227e+00,0
986.3000,  0.97410240,1.798876e+00,0
986.3333,  0.90571682,2.008525e+00,0
986.3667,  0.79766814,2.218174e+00,0
986.4000,  0.65468804,2.427823e+00,0
986.4333,  0.48303789,2.637472e+00,0
986.4667,  0.29023457,2.847121e+00,0
986.5000,  0.08472132,3.056770e+00,0
986.5333, -0.12450204,3.266419e+00,0
986.5667, -0.32827321,3.476068e+00,0
986.6000, -0.51766867,3.685717e+00,0
986.6333, -0.68439442,3.895365e+00,0
986.6667, -0.82114921,4.105014e+00,0
986.7000, -0.92194429,4.314663e+00,0
986.7333, -0.98236565,4.524312e+00,0
986.7667, -0.99976733,4.733961e+00,0
986.8000, -0.97338726,4.943610e+00,0
986.8333, -0.90438068,5.153259e+00,0
986.8667, -0.79576953,5.362908e+00,0
986.9000, -0.65231009,5.572557e+00,0
986.9333, -0.48028473,5.782206e+00,0
986.9667, -0.28722678,5.991855e+00,0
987.0000, -0.08159061,6.201504e+00,0
987.0333,  0.12761857,1.279675e-01,0
987.0667,  0.33123908,3.376165e-01,0
987.1000,  0.52035400,5.472654e-01,0
987.1333,  0.68668161,7.569144e-01,0
987.1667,  0.82293810,9.665633e-01,0
987.2000,  0.92315655,1.176212e+00,0
987.2333,  0.98294819,1.385861e+00,0
987.2667,  0.99969463,1.595510e+00,0
987.3000,  0.97266251,1.805159e+00,0
987.3333,  0.90303562,2.014808e+00,0
987.3667,  0.79386306,2.224457e+00,0
987.4000,  0.64992570,2.434106e+00,0
987.4333,  0.47752684,2.643755e+00,0
987.4667,  0.28421615,2.853404e+00,0
987.5000,  0.07845910,3.063053e+00,0
987.5333, -0.13073384,3.272702e+00,0
987.5667, -0.33420168,3.482351e+00,0
987.6000, -0.52303419,3.692000e+00,0
987.6333, -0.68896202,3.901649e+00,0
987.6667, -0.82471888,4.111298e+00,0
987.7000, -0.92435970,4.320947e+00,0
987.7333, -0.98352102,4.530595e+00,0
987.7667, -0.99961206,4.740244e+00,0
987.8000, -0.97192816,4.949893e+00,0
987.8333, -0.90168165,5.159542e+00,0
987.8667, -0.79194875,5.369191e+00,0
987.9000, -0.64753489,5.578840e+00,0
987.9333, -0.47476423,5.788489e+00,0
987.9667, -0.28120272,5.998138e+00,0
988.0000, -0.07532681,6.207787e+00,0
988.0333,  0.13384782,1.342507e-01,0
988.0667,  0.33716098,3.438997e-01,0
988.1000,  0.52570922,5.535486e-01,0
988.1333,  0.69123564,7.631976e-01,0
988.1667,  0.82649151,9.728465e-01,0
988.2000,  0.92555372,1.182495e+00,0
988.2333,  0.98408415,1.392144e+00,0
988.2667,  0.99951963,1.601793e+00,0
988.3000,  0.97118422,1.811442e+00,0
988.3333,  0.90031877,2.021091e+00,0
988.3667,  0.79002663,2.230740e+00,0
988.4000,  0.64513769,2.440389e+00,0
988.4333,  0.47199693,2.650038e+00,0
988.4667,  0.27818651,2.859687e+00,0
988.5000,  0.07219377,3.069336e+00,0
988.5333, -0.13696048,3.278985e+00,0
988.5667, -0.34011696,3.488634e+00,0
988.6000, -0.52837906,3.698283e+00,0
988.6333, -0.69350243,3.907932e+00,0
988.6667, -0.82825598,4.117581e+00,0
988.7000, -0.92673861,4.327230e+00,0
988.7333, -0.98463756,4.536879e+00,0
988.7667, -0.99941733,4.746528e+00,0
988.8000, -0.97043069,4.956177e+00,0
988.8333, -0.89894701,5.165826e+00,0
988.8667, -0.78809671,5.375474e+00,0
988.9000, -0.64273413,5.585123e+00,0
988.9333, -0.46922498,5.794772e+00,0
988.9667, -0.27516756,6.004421e+00,0
989.0000, -0.06906003,6.214070e+00,0
989.0333,  0.14007178,1.405339e-01,0
989.0667,  0.34306958,3.501829e-01,0
989.1000,  0.53104369,5.598318e-01,0
989.1333,  0.69576238,7.694808e-01,0
989.1667,  0.83001229,9.791297e-01,0
989.2000,  0.92791435,1.188779e+00,0
989.2333,  0.98518126,1.398428e+00,0
989.2667,  0.99930517,1.608077e+00,0
989.3000,  0.96966758,1.817726e+00,0
989.3333,  0.89756638,2.027374e+00,0
989.3667,  0.78615901,2.237023e+00,0
989.4000,  0.64032422,2.446672e+00,0
989.4333,  0.46644839,2.656321e+00,0
989.4667,  0.27214589,2.865970e+00,0
989.5000,  0.06592560,3.075619e+00,0
989.5333, -0.14318171,3.285268e+00,0
989.5667, -0.34601881,3.494917e+00,0
989.6000, -0.53370308,3.704566e+00,0
989.6333, -0.69801546,3.914215e+00,0
989.6667, -0.83176039,4.123864e+00,0
989.7000, -0.92908094,4.333513e+00,0
989.7333, -0.98571523,4.543162e+00,0
989.7667, -0.99918315,4.752811e+00,0
989.8000, -0.96889491,4.962460e+00,0
989.8333, -0.89617689,5.172109e+00,0
989.8667, -0.78421355,5.381758e+00,0
